CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME
CHEMBL2003524	1324815	CHEMBL2003524	1324815		SID103905551	286.28	1.76	77.52	0	CCc1nc2C(=O)NC(=O)c2c3cc(OC)c(OC)cc13	9617076	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL2006933	1328224	CHEMBL2006933	1328224		SID103905576	242.3	2.07	71.31	0	CSc1cnc2c(ccc3cnccc23)c1O	9620919	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1241473	700692	CHEMBL1241473	700692		SID103904595	440.41	3.06	166.43	0	COc1cc(Nc2ncc(c(Nc3ccccc3C(=O)N)n2)[N+](=O)[O-])cc(OC)c1OC	9624582	Ki	=	63.1	nM	7.2	pKi	=	7.2		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1090356	623599	CHEMBL1090356	623599		SID103904417	587.69	5.59	124.92	2	O=C(Cc1ccccc1)Nc2cccc(c2)c3nc4sccn4c3c5ccnc(Nc6ccc(cc6)N7CCOCC7)n5	9628482	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1980896	1302187	CHEMBL1980896	1302187		SID103904856	473.77	4.48	109.14	0	Nc1ncnc2sc(Br)c(c3ccc(NC(=O)Cc4cccc(Cl)c4)cc3)c12	9620800	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1989029	1310320	CHEMBL1989029	1310320		SID103905114	269.3	2.4	66.47	0	CC(C)OC1=NNC(=O)C1=Cc2c[nH]c3ccccc23	9628527	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1969523	1290814	CHEMBL1969523	1290814		SID103904937	379.46	3.71	96.01	0	CC(NC1=C(Nc2ccnc(Nc3cccc(C)c3)n2)C(=O)C1=O)C(C)(C)C	9624727	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1981720	1303011	CHEMBL1981720	1303011		SID103904889	265.27	.95	79.8	0	O=C(Nc1cnccn1)Nc2ccnc3ccccc23	9620842	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1990590	1311881	CHEMBL1990590	1311881		SID103905003	335.79	5.44	61.8	1	Cc1cc(O)nc2[nH]nc(c3cccc(c3)c4ccc(Cl)cc4)c12	9620790	Ki	>	5011.87	nM		pKi	<	5.3		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1979577	1300868	CHEMBL1979577	1300868		SID103904303	455.57	4.31	134.3	0	Cc1cccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)C#CC(C)(C)N)c1	9628397	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1982465	1303756	CHEMBL1982465	1303756		SID103904307	497.61	4.38	120.75	0	Cc1cccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)C#CCN5CCOCC5)c1	9628300	Ki	=	1258.93	nM	5.9	pKi	=	5.9		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL243088	386436	CHEMBL243088	386436		SID103904594	322.32	3.6	107.37	0	OC(=O)c1ccccc1Nc2ccnc(Nc3cccc(O)c3)n2	9632119	Ki	=	25.12	nM	7.6	pKi	=	7.6		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1965033	1286324	CHEMBL1965033	1286324		SID103904457	406.33	3.73	82.59	0	CC1=CC(=O)NN=C1c2ccc(NC(=O)Nc3cc(ccc3F)C(F)(F)F)cc2	9617120	Ki	>	5011.87	nM		pKi	<	5.3		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1991410	1312701	CHEMBL1991410	1312701		SID103904253	384.77	4.15	70.67	0	Fc1cccc(F)c1C(=O)Nc2cc(cc(Cl)n2)c3c[nH]c4ncccc34	9624548	Ki	>	5011.87	nM		pKi	<	5.3		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1997597	1318888	CHEMBL1997597	1318888		SID103904489	316.38	2.04	109.25	0	CCS(=O)(=O)Nc1ccc(cc1)c2ccc3[nH]nc(N)c3c2	9620823	Ki	=	158.49	nM	6.8	pKi	=	6.8		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL210928	349994	CHEMBL210928	349994		SID103905197	443.9	2.32	138.22	0	CCOc1nc(NC(=O)Cc2cc(OC)c(cc2OC)S(=O)(=O)C)cc(N)c1Cl	9617099	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL2003271	1324562	CHEMBL2003271	1324562		SID103904677	399.68	4.76	100.43	0	NC(=O)c1sc2ccc(Cl)c(Cl)c2c1NC(=O)c3ccc(Cl)cc3	9620905	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1973016	1294307	CHEMBL1973016	1294307		SID103905080	373.43	1.93	109.67	0	CS(=O)(=O)c1cccc(c1)C(=O)Nc2nc3ccccc3n2CCCO	9628384	Ki	>	5011.87	nM		pKi	<	5.3		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL119385	193962	CHEMBL119385	193962	VX-745	SID103905630	436.26	5.34	70.33	1	Fc1ccc(SC2=NN3C=NC(=O)C(=C3C=C2)c4c(Cl)cccc4Cl)c(F)c1	9617019	Ki	>	3981.07	nM		pKi	<	5.4		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1976134	1297425	CHEMBL1976134	1297425		SID103905212	234.26	2.33	57.36	0	c1cc2cc(cnc2[nH]1)c3ccc4cn[nH]c4c3	9620728	Ki	=	1000	nM	6	pKi	=	6		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1978562	1299853	CHEMBL1978562	1299853		SID103905680	352.19	3.62	70.28	0	Cn1cc(c2cc3nc(Br)cnc3[nH]2)c4cc(ccc14)C#N	9617091	Ki	=	2511.89	nM	5.6	pKi	=	5.6		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL477772	489525	CHEMBL477772	489525	PAZOPANIB	SID103905642	437.52	3.74	127.4	0	CN(c1ccc2c(C)n(C)nc2c1)c3ccnc(Nc4ccc(C)c(c4)S(=O)(=O)N)n3	9617149	Ki	>	5011.87	nM		pKi	<	5.3		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1996234	1317525	CHEMBL1996234	1317525		SID103905463	421.49	3.76	89.33	0	CC1(O)CC(C1)c2nc(c3ccc4ccc(nc4c3)c5ccccc5)c6c(N)nccn26	9620948	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1991728	1313019	CHEMBL1991728	1313019		SID103905366	746.87	-.68	379.29	2	CC(=NNC(=N)N)c1cc(NC(=O)NCCCCCCNC(=O)Nc2cc(cc(c2)C(=NNC(=N)N)C)C(=NNC(=N)N)C)cc(c1)C(=NNC(=N)N)C	9628467	Ki	=	1000	nM	6	pKi	=	6		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL2000345	1321636	CHEMBL2000345	1321636		SID103905618	384.23	4.55	81.93	0	COc1cc(C=C(C#N)c2nc3cc(C)ccc3[nH]2)c(Br)cc1O	9628434	Ki	=	794.33	nM	6.1	pKi	=	6.1		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1969588	1290879	CHEMBL1969588	1290879		SID103904192	334.8	4.34	53.6	0	Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34	9628319	Ki	=	7.94	nM	8.1	pKi	=	8.1		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1991846	1313137	CHEMBL1991846	1313137		SID103904967	331.41	2.6	61.03	0	NC(COc1cncc(C=Cc2ccncc2)c1)Cc3ccccc3	9624724	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1999811	1321102	CHEMBL1999811	1321102		SID103905509	329.33	2.24	147.97	0	Oc1ccc(C=NNC(=O)Nc2cccc3nsnc23)c(O)c1	9628350	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1987535	1308826	CHEMBL1987535	1308826		SID103904682	352.45	2.58	89.26	0	O=C(NCCc1cccs1)N2CCC(=CC2)c3c[nH]c4ncccc34	9620944	Ki	>	5011.87	nM		pKi	<	5.3		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1996795	1318086	CHEMBL1996795	1318086		SID103904678	467.56	4.83	109.67	0	Nc1cc(ccc1NC2CCCCC2)S(=O)(=O)NC(=O)c3ccc(cc3)c4ccc(F)cc4	9624650	Ki	>	5011.87	nM		pKi	<	5.3		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1879463	1220034	CHEMBL1879463	1220034	DACTOLISIB	SID103905146	469.54	5.37	73.12	1	CN1C(=O)N(c2ccc(cc2)C(C)(C)C#N)c3c1cnc4ccc(cc34)c5cnc6ccccc6c5	9617081	Ki	>	3981.07	nM		pKi	<	5.4		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL2002099	1323390	CHEMBL2002099	1323390		SID103905276	306.37	2.88	83.18	0	N#CCC(C1CCCC1)n2cc(cn2)c3ncnc4[nH]ccc34	9624643	Ki	=	100	nM	7	pKi	=	7		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1997611	1318902	CHEMBL1997611	1318902		SID103905664	373.32	.65	148.14	0	CCOC(=O)c1nc2C(=O)Nc3cc(c(NC(=O)C)cc3n2c1C)[N+](=O)[O-]	9628297	Ki	>	5011.87	nM		pKi	<	5.3		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL939	88232	CHEMBL939	88232	GEFITINIB	SID103905344	446.9	4.2	68.74	0	COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN4CCOCC4	9624686	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1984038	1305329	CHEMBL1984038	1305329		SID103904721	545.61	4.23	123.37	1	COc1cc(cc(OC)c1OC)c2ccc3Nc4cc(ccc4C(=O)Nc3c2)c5ccccc5NS(=O)(=O)C	9632120	Ki	>	3981.07	nM		pKi	<	5.4		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1967887	1289178	CHEMBL1967887	1289178		SID103904469	268.31	1.28	76.81	0	Cc1n[nH]c2ccc(cc12)c3cncc(OCCN)c3	9624554	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1236126	698476	CHEMBL1236126	698476		SID103905081	440.45	3.61	139.27	0	CC(C)(C)C(=O)Oc1ccc2c(c1)nc(NC(=O)c3cccc(c3)[N+](=O)[O-])n2CCCO	9628463	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1982957	1304248	CHEMBL1982957	1304248		SID103904195	313.35	3.21	71.77	0	NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2	9620896	Ki	=	125.89	nM	6.9	pKi	=	6.9		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1967252	1288543	CHEMBL1967252	1288543		SID103904735	209.25	2.12	41.57	0	Cc1n[nH]c2ccc(cc12)c3cccnc3	9628513	Ki	=	63095.73	nM	4.2	pKi	=	4.2		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL2004515	1325806	CHEMBL2004515	1325806		SID103905089	239.23	2.26	60.03	0	C1Oc2ccc(cc2O1)c3ncnc4[nH]ccc34	9624585	Ki	=	3981.07	nM	5.4	pKi	=	5.4		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
