CMPD_CHEMBLID,CANONICAL_SMILES,STANDARD_TYPE,STANDARD_VALUE,STANDARD_UNITS,LogS,PUBLISHED_TYPE
CHEMBL1703805,O=C(NCc1ccncc1)c2ccc(OCc3ccccc3)cc2,Solubility,8900,nM,5.050609993,Solubility
CHEMBL126048,Oc1c2ncc3ccccc3c2nn1c4ccccc4,Solubility,812800,nM,3.090016305,Solubility
CHEMBL2036737,CC(C)(C(=O)Nc1oc(nn1)C(=O)Nc2ccc(cc2)N3CCOCC3)c4ccc(Cl)cc4,Solubility,199500,nM,3.7000571,Solubility
CHEMBL208487,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2C(=O)N4CC[C@@H](O)C4,Solubility,549500,nM,3.260032303,Solubility
CHEMBL621,Clc1cccc(c1)N2CCN(CCCN3N=C4C=CC=CN4C3=O)CC2,Solubility,891300,nM,3.049976093,Solubility
CHEMBL396743,Cc1cc(C)c(C(=O)N[C@@H](CNC(=O)CO[C@@H]2C[C@@H](CNc3ccccn3)N(C2)C(=O)OCc4ccccc4)C(=O)O)c(C)c1,Solubility,389000,nM,3.410050399,Solubility
CHEMBL1940309,CS(=O)(=O)N1CCC(CC1)NC(=O)c2ccc(Oc3ccc(cc3)C#C[C@]4(O)CN5CCC4CC5)cc2,Solubility,91200,nM,4.040005162,Solubility
CHEMBL1338338,Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)N3CCOCC3,Solubility,1148200,nM,2.939982457,Solubility
CHEMBL473,CN(CCOc1ccc(NS(=O)(=O)C)cc1)CCc2ccc(NS(=O)(=O)C)cc2,Solubility,426600,nM,3.369979149,Solubility
CHEMBL178737,O=C(N1CCOCC1)N2CCn3cc(C4=C(C(=O)NC4=O)c5cnc6ccccn56)c7cccc(C2)c37,Solubility,600,nM,6.22184875,Solubility
CHEMBL499520,Fc1cnc(NC(=O)[C@H](CC2CCOCC2)c3ccc(cc3)S(=O)(=O)C4CC4)s1,Solubility,213800,nM,3.669992299,Solubility
CHEMBL2088260,COc1cc(CCc2cc(Nc3ccnc(NCc4cc(C)on4)n3)n[nH]2)cc(OC)c1,Solubility,4300,nM,5.366531544,Solubility
CHEMBL1321641,N#Cc1nc(nc(n1)N2CCOCC2)N3CCOCC3,Solubility,77600,nM,4.110138279,Solubility
CHEMBL2036575,[O-][S+]1CCN(CC1)c2ccc(NC(=O)c3oc(Nc4ccccc4F)nn3)cn2,Solubility,2500,nM,5.602059991,Solubility
CHEMBL2086678,COc1cnccc1COc2cnc(nc2)N3CCN(CC3)C(=O)OC(C)(C)C,Solubility,11200,nM,4.950781977,Solubility
CHEMBL2169908,C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccc5c(C)noc5c4,Solubility,602600,nM,3.219970873,Solubility
CHEMBL382590,COc1cc2ncnc(Nc3ccc(NC(=O)c4ccccc4)cc3)c2cc1OC,Solubility,10000,nM,5,Solubility
CHEMBL249772,Cc1cc(C)cc(c1)c2[nH]c3sc(cc3c2CCN4CCC(CC(=O)N5CCOCC5)CC4)C(C)(C)C(=O)N6C7CCC6CC7,Solubility,1900,nM,5.721246399,Solubility
CHEMBL2036588,Fc1cccc(Nc2oc(nn2)C(=O)Nc3ccc(nc3)N4CCOCC4)c1,Solubility,1900,nM,5.721246399,Solubility
CHEMBL150826,COCCOc1cc2nncc(Nc3cc(O)c(Cl)cc3F)c2cc1OC,Solubility,100,nM,7,Solubility
CHEMBL38688,N(c1ccccc1)c2ccccc2,Solubility,177800,nM,3.750068243,Solubility
CHEMBL2153190,CCCSc1nc(ccc1C(=O)NC2CCCCC2)N3CCC[C@H](CC(=O)O)C3,Solubility,173800,nM,3.759950228,Solubility
CHEMBL256115,CCCNCc1cnc(s1)c2ccc(cc2)C(=O)Nc3ccccc3N,Solubility,676100,nM,3.169989064,Solubility
CHEMBL1451129,CC1=CC(=O)Oc2cc3NCCCc3cc12,Solubility,13800,nM,4.860120914,Solubility
CHEMBL2178372,Cc1nc(C)c(nc1C(=O)N)c2ccc(cc2)C34CCC(CC(=O)O)(CC3)CC4,Solubility,112200,nM,3.950007143,Solubility
CHEMBL1778359,COCC(C)(C)Oc1cc(O[C@@H](C)Cc2ccccc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,Solubility,190500,nM,3.72010502,Solubility
CHEMBL144188,CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](OCc1cccc2cccnc12)C(=O)NO)C(C)(C)C,Solubility,1000000,nM,3,Solubility
CHEMBL1940115,COc1cccc(NC(=O)Cn2cc(Oc3ccnc4cc(OC)c(OC)cc34)cn2)c1,Solubility,66100,nM,4.179798541,Solubility
CHEMBL1824369,Oc1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc4ccccc4C#N)c1,Solubility,363100,nM,3.439973751,Solubility
CHEMBL257410,CNC(=O)[C@@H](C)Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5nccs5)c3)c12,Solubility,1300,nM,5.886056648,Solubility
CHEMBL2035017,NC1(CCC1)c2ccc(cc2)c3nc4ccccc4cc3c5ccccc5,Solubility,288400,nM,3.540004744,Solubility
CHEMBL1574150,O=C(NC1CCCC1)C(N(Cc2occc2)C(=O)c3ccc([nH]3)c4ccccc4)c5ccncc5,Solubility,3500,nM,5.455931956,Solubility
CHEMBL1274,CC1(C)NC(=O)N(C1=O)c2ccc(c(c2)C(F)(F)F)[N+](=O)[O-],Solubility,234400,nM,3.630042393,Solubility
CHEMBL572284,COc1ccc(\C=C/c2cc(OC)c(OC)c(OC)c2)cc1NC(=O)[C@@H](N)CO,Solubility,1513600,nM,2.819988881,Solubility
CHEMBL497854,Cc1cc(CNc2ncc(Br)c(Nc3cc([nH]n3)C4CC4)n2)on1,Solubility,43700,nM,4.359518563,Solubility
CHEMBL2031234,CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5cccnc5)ccc4C,Solubility,251200,nM,3.599980365,Solubility
CHEMBL2030815,OC(=O)[C@H](Cc1ccc(OCCCNc2ccccn2)cc1)NC(=O)c3c(Cl)cccc3Cl,Solubility,354800,nM,3.450016389,Solubility
CHEMBL1762531,CN(c1ccc(Cl)c(CO)c1)c2ccnc(Nc3cc(cc(c3)N4CCOCC4)N5CCOCC5)n2,Solubility,3100,nM,5.508638306,Solubility
CHEMBL1214827,CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O,Solubility,93300,nM,4.030118356,Solubility
CHEMBL1209431,Nc1nccc(\C=C\c2ccccc2)n1,Solubility,190500,nM,3.72010502,Solubility
CHEMBL2023484,CCc1c[nH]nc1NC(=O)Cc2ccc(Oc3ccnc4cc(OC)ccc34)cc2OC,Solubility,7400,nM,5.13076828,Solubility
CHEMBL454648,CC(C)n1c(C)ncc1c2nc(Nc3ccc(C(=O)N(C)C)c(F)c3)ncc2F,Solubility,16200,nM,4.790484985,Solubility
CHEMBL1835906,CCOC(=O)c1ccc(OCCC2CN(CCO2)c3ccc(C)nn3)cc1,Solubility,15800,nM,4.801342913,Solubility
CHEMBL2178947,Cc1nc(C)c(nc1C(=O)N)c2ccc3c(CC[C@@]34CC[C@H](CC(=O)O)CC4)c2,Solubility,562300,nM,3.250031916,Solubility
CHEMBL1333820,O=C(NCc1ccccc1)C2=CC=CN(Cc3ccccc3)C2=O,Solubility,26300,nM,4.580044252,Solubility
CHEMBL1796285,Cc1ccc(Oc2ccc(cc2)C(=O)NCCO)cc1,Solubility,257000,nM,3.590066877,Solubility
CHEMBL496942,CN1C(=O)N(Cc2ccc(cc2)C(=O)O)C(=O)c3cc(ccc13)C#CCc4ccccc4,Solubility,3000,nM,5.522878745,Solubility
CHEMBL1922094,C[C@H](O)C(=O)N1CCN(Cc2sc3c(nc(nc3c2C)c4cnc(N)nc4)N5CCOCC5)CC1,Solubility,39800,nM,4.400116928,Solubility
CHEMBL1940107,COc1cc2ncnc(Oc3cnn(CC(=O)Nc4ccc(cn4)N(C)C)c3)c2cc1OC,Solubility,6600,nM,5.180456064,Solubility
CHEMBL484738,Cc1ncc(c2ccnc(Nc3ccc(cc3)S(=O)(=O)N)n2)n1C,Solubility,36300,nM,4.440093375,Solubility
CHEMBL507142,CNC(=O)c1ccc(Nc2nccc(n2)c3cnc(C4CC4)n3C(C)C)cc1,Solubility,9800,nM,5.008773924,Solubility
CHEMBL1940273,CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(OC)c(OC)cc34)cc2)cn1,Solubility,10700,nM,4.970616222,Solubility
CHEMBL2036596,O=C(Nc1ccc(nc1)N2CCOCC2)c3oc(Nc4cccc(Oc5ccccc5)c4)nn3,Solubility,2000,nM,5.698970004,Solubility
CHEMBL2163584,Brc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,Solubility,141300,nM,3.849857838,Solubility
CHEMBL357815,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCn4ccnn4,Solubility,1500,nM,5.823908741,Solubility
CHEMBL2036733,Cc1cccc(Nc2oc(nn2)C(=O)Nc3ccc(nc3)N4CCOCC4)c1,Solubility,4800,nM,5.318758763,Solubility
CHEMBL601719,C[C@@H](Oc1cc(cnc1N)c2cnn(c2)C3CCNCC3)c4c(Cl)ccc(F)c4Cl,Solubility,257000,nM,3.590066877,Solubility
CHEMBL404405,OC1CCN(CCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,Solubility,13800,nM,4.860120914,Solubility
CHEMBL2036747,O=C(Nc1oc(nn1)C(=O)Nc2ccc(cc2)N3CCOCC3)c4ccccc4,Solubility,104700,nM,3.980053318,Solubility
CHEMBL258177,CC(C)N1CCN(Cc2cnc(c3ccc(cc3)C(=O)Nc4ccccc4N)c(c2)C#N)CC1,Solubility,1349000,nM,2.86998805,Solubility
CHEMBL517130,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN(C)[C@H](C)C(=O)N,Solubility,15500,nM,4.809668302,Solubility
CHEMBL1645462,Cc1c(NC(=O)OC[C@@H]2COCCN2)cn3ncnc(Nc4ccc5c(cnn5Cc6cccc(F)c6)c4)c13,Solubility,1700,nM,5.769551079,Solubility
CHEMBL211866,CCN(C1CCN(CC[C@@H](c2ccccc2)c3ccc(cc3)S(=O)(=O)C)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,Solubility,398100,nM,3.400007822,Solubility
CHEMBL1762538,CN(c1ccnc(Nc2cc(cc(c2)N3CCOCC3)N4CCCOCC4)n1)c5cc(CO)ccc5C,Solubility,91200,nM,4.040005162,Solubility
CHEMBL1907764,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC[C@@H]4CCCN(C)C4,Solubility,169800,nM,3.770062314,Solubility
CHEMBL232627,OC(=O)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4sc(Cl)c(Cl)c4[nH]3,Solubility,588800,nM,3.230032199,Solubility
CHEMBL185327,COc1cc2ncnc(Nc3cc(NC(=O)c4ccccc4)ccc3Cl)c2cc1OC,Solubility,10000,nM,5,Solubility
CHEMBL1809059,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CC6CN(CCO)CC(C5)O6,Solubility,5100,nM,5.292429824,Solubility
CHEMBL1762539,CN(c1ccnc(Nc2cc(cc(c2)N3CCN(C)CC3)N4CCOCC4)n1)c5cc(CO)ccc5C,Solubility,794300,nM,3.100015437,Solubility
CHEMBL182682,COc1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c4ccccc4)CC2)cc1OC,Solubility,323600,nM,3.489991487,Solubility
CHEMBL2023486,CCc1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(OC)ccc34)cc2OC)n[nH]1,Solubility,8500,nM,5.070581074,Solubility
CHEMBL213007,COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OC4CCN(CC4)S(=O)(=O)C,Solubility,1000,nM,6,Solubility
CHEMBL2030006,Oc1ccc(cc1)C2=CC(=O)c3ccccc3N2,Solubility,4700,nM,5.327902142,Solubility
CHEMBL2158771,OC(=O)[C@H](Cc1ccc(cc1)C#N)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,Solubility,53700,nM,4.270025714,Solubility
CHEMBL118973,Cn1c2ccccc2c3cc(NC(=O)CCc4ccncc4)ccc13,Solubility,11000,nM,4.958607315,Solubility
CHEMBL187857,CSc1nccc(Nc2cc(NC(=O)c3cc(F)cc(c3)N4CCOCC4)ccc2C)n1,Solubility,700,nM,6.15490196,Solubility
CHEMBL1796283,Cc1ccc(Oc2ccc(cc2)C(=O)NCCc3ccncc3)cc1,Solubility,3500,nM,5.455931956,Solubility
CHEMBL1221659,Cc1cc(N)nc(CCNC(=O)c2ccc(cc2)C#N)c1,Solubility,64600,nM,4.189767482,Solubility
CHEMBL2164674,O=C(NCC#N)[C@@H]1CCCC[C@H]1C(=O)N2CCc3ccccc3C2,Solubility,363100,nM,3.439973751,Solubility
CHEMBL1835912,CCOC(=O)c1ccc(OCCC2CCN(CC2)c3ccc(C)nn3)nc1,Solubility,89100,nM,4.050122296,Solubility
CHEMBL24137,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCCN4CCOCC4,Solubility,21900,nM,4.659555885,Solubility
CHEMBL411799,COc1cc(Nc2ncnc3cccc(O[C@H](C)C(=O)N4CCOCC4)c23)ccc1Oc5ccc(C)nc5,Solubility,37200,nM,4.42945706,Solubility
CHEMBL1835909,CCOC(=O)c1ccc(OCC2CCN(C2)c3ccc(C)nn3)cc1,Solubility,169800,nM,3.770062314,Solubility
CHEMBL1940111,COc1cccc(NC(=O)Cn2cc(Oc3ncnc4cc(OC)c(OCCN5CCCCC5)cc34)cn2)c1,Solubility,141300,nM,3.849857838,Solubility
CHEMBL517544,COc1cc2ncc(C(=O)N)c(Nc3cccc(Cl)c3)c2cc1OC,Solubility,10000,nM,5,Solubility
CHEMBL2030808,CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(Cl)cncc3Cl)C(=O)O)cc2)n1,Solubility,1349000,nM,2.86998805,Solubility
CHEMBL444810,O=C1NCCc2c1[nH]c3ccccc23,Solubility,1258900,nM,2.900008766,Solubility
CHEMBL1643199,Cc1cc(CN2CCc3ccccc3C2C(=O)Nc4ccc(Cl)cc4Cl)ccc1OCC(=O)O,Solubility,166000,nM,3.779891912,Solubility
CHEMBL1571801,Nc1nc(nc(N)c1Cc2ccccc2F)c3ccccn3,Solubility,169800,nM,3.770062314,Solubility
CHEMBL100979,Cc1nc2ccccn2c1c3ccnc(N)n3,Solubility,1513600,nM,2.819988881,Solubility
CHEMBL1796282,CN(Cc1ccncc1)C(=O)c2ccc(Oc3ccc(C)cc3)cc2,Solubility,1900,nM,5.721246399,Solubility
CHEMBL1899721,Nc1c2c(O)nc(O)cc2nn1c3ccccc3,Solubility,177800,nM,3.750068243,Solubility
CHEMBL574238,CCCCCCCCc1ccc(NC(=O)[C@H]2NCC[C@@H]2O)cc1,Solubility,6900,nM,5.161150909,Solubility
CHEMBL2036753,Clc1ccc(NC(=O)N2CCN(C[C@@H]3CCCN(Cc4ccccc4)C3)CC2)cc1Cl,Solubility,42700,nM,4.369572125,Solubility
CHEMBL257830,NS(=O)(=O)NC(=O)CCCc1c([nH]c2ccc(cc12)C#N)c3ccc(F)cc3,Solubility,26900,nM,4.57024772,Solubility
CHEMBL1194325,OC(C(=O)O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)(c4cccs4)c5cccs5,Solubility,338800,nM,3.470056598,Solubility
CHEMBL2206788,COCCC(Oc1ncnc2c1cnn2c3ccccc3C(F)(F)F)C(=O)Nc4ccc(C)cn4,Solubility,77600,nM,4.110138279,Solubility
CHEMBL1079175,NC1(CCC1)c2ccc(cc2)c3nc4C=CN5C(=O)NN=C5c4cc3c6ccccc6,Solubility,4700,nM,5.327902142,Solubility
CHEMBL1441042,Cc1cnc(NC(=O)c2ccccn2)s1,Solubility,199500,nM,3.7000571,Solubility
CHEMBL2031233,CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)C5CC5)ccc4C,Solubility,1513600,nM,2.819988881,Solubility
CHEMBL2158470,CCCSc1nc(ccc1C(=O)N[C@@H]2C3CC4CC2C[C@@](O)(C4)C3)N5CCOCC5,Solubility,478600,nM,3.320027306,Solubility
CHEMBL2088094,CCCc1cc(Nc2nc(NCc3onc(C)c3)ncc2Br)n[nH]1,Solubility,2700,nM,5.568636236,Solubility
CHEMBL98,ONC(=O)CCCCCCC(=O)Nc1ccccc1,Solubility,1230300,nM,2.909988976,Solubility
CHEMBL598194,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NCc4ccc(Cl)cc4,Solubility,151400,nM,3.819874125,Solubility
CHEMBL586702,FC(F)c1nc2ccccc2n1c3nc(nc(n3)N4CCOCC4)N5CCOCC5,Solubility,700,nM,6.15490196,Solubility
CHEMBL65877,CN(C)C(=N)c1ccc(cc1)C(=O)N2CCN(CC2)S(=O)(=O)c3ccc4cc(Br)ccc4c3,Solubility,1318300,nM,2.879985748,Solubility
CHEMBL379153,CC(C)Oc1cc(O[C@@H](C)c2ccccc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,Solubility,89100,nM,4.050122296,Solubility
CHEMBL1940286,COc1ccc(CNC(=O)c2ccc(Oc3ccc(cc3)C#C[C@]4(O)CN5CCC4CC5)cc2)nc1,Solubility,346700,nM,3.460046158,Solubility
CHEMBL1497967,CN(C(=O)c1occc1)c2nnc(s2)C34CC5CC(CC(C5)C3)C4,Solubility,3000,nM,5.522878745,Solubility
CHEMBL1951894,CCN(C1CCN(CCC(N2CCN(CC2)c3cccc(F)c3)c4ccccc4)CC1)C(=O)Cc5ccc(cc5)S(=O)(=O)C,Solubility,144500,nM,3.840132153,Solubility
CHEMBL1870155,O=C(NC1CCCCC1)c2cccnc2Sc3ccccc3,Solubility,22900,nM,4.640164518,Solubility
CHEMBL403225,C[C@H](CO)Nc1nc(SCc2cccc(Cl)c2F)nc3NC(=O)Sc13,Solubility,1000,nM,6,Solubility
CHEMBL452,[O-][N+](=O)c1ccc2NC(=O)CN=C(c3ccccc3Cl)c2c1,Solubility,239900,nM,3.619969752,Solubility
CHEMBL1375962,Cc1ccnc(NC(c2ccccn2)c3c(C)[nH]c4ccccc34)c1,Solubility,1400,nM,5.853871964,Solubility
CHEMBL192625,Cc1ccc(cc1)C(=O)C(=O)c2ccc(C)cc2,Solubility,2100,nM,5.677780705,Solubility
CHEMBL1547746,CCn1c2ccccc2c3cc(NC(=O)C(C)C)ccc13,Solubility,1400,nM,5.853871964,Solubility
CHEMBL251578,Cc1cc(C)cc(c1)c2[nH]c3sc(cc3c2CCN4CCC(CC4)N5CCOCC5)C(C)(C)C(=O)N6C7CCC6CC7,Solubility,7200,nM,5.142667504,Solubility
CHEMBL1271081,CS(=O)(=O)c1cccc(Nc2nccc(n2)N(CC#N)c3c(Cl)ccc4OCOc34)c1,Solubility,1300,nM,5.886056648,Solubility
CHEMBL450061,CC(C)CNc1nc(nc(N2CCOCC2)c1N)C#N,Solubility,70800,nM,4.149966742,Solubility
CHEMBL2163582,Clc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,Solubility,213800,nM,3.669992299,Solubility
CHEMBL2325642,Fc1cc(c(F)cc1Oc2ccc(Cl)cc2c3ccnn3C4CNC4)S(=O)(=O)Nc5ncns5,Solubility,25100,nM,4.600326279,Solubility
CHEMBL1940269,CCn1ccc(NC(=O)Cc2ccc(Oc3ncnc4cc(OC)c(OC)cc34)cc2)n1,Solubility,32400,nM,4.48945499,Solubility
CHEMBL1170047,NC(=O)c1ccc(I)c(c1)[N+](=O)[O-],Solubility,416900,nM,3.379968105,Solubility
CHEMBL1835913,CCOC(=O)c1ccc(OCCC2CCN(CC2)c3ccc(C)nn3)cn1,Solubility,75900,nM,4.119758224,Solubility
CHEMBL2036573,Fc1ccccc1Nc2oc(nn2)C(=O)Nc3ccc(cc3)N4CCCCC4,Solubility,700,nM,6.15490196,Solubility
CHEMBL15845,Oc1cc(nc2ccc(Cl)cc12)c3ccccc3,Solubility,5900,nM,5.229147988,Solubility
CHEMBL250389,COC1CCN(CC1)C(=O)C2CCN(CCc3c([nH]c4sc(cc34)C(C)(C)C(=O)N5C6CCC5CC6)c7cc(C)cc(C)c7)CC2,Solubility,29500,nM,4.530177984,Solubility
CHEMBL256362,C[C@@H](Oc1cccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c12)C(=O)N(C)C,Solubility,22900,nM,4.640164518,Solubility
CHEMBL2208434,O[C@H](CNC(=O)C1=CC(=O)Nc2ccccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,Solubility,15800,nM,4.801342913,Solubility
CHEMBL561426,CSc1nc(N)nc(n1)c2ccccc2,Solubility,24000,nM,4.619788758,Solubility
CHEMBL398295,CCCSc1nc(N[C@@H]2C[C@H]2c3ccccc3)c4nnn([C@@H]5C[C@H](O)[C@@H](O)[C@H]5O)c4n1,Solubility,1100,nM,5.958607315,Solubility
CHEMBL184721,Cc1ccc(NC(=O)c2cccc(c2)N3CCOCC3)cc1NC(=O)c4ccc(OCc5ccccn5)cc4,Solubility,1400,nM,5.853871964,Solubility
CHEMBL207130,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C4(CCN(C)CC4)C(=O)N,Solubility,281800,nM,3.550059011,Solubility
CHEMBL2086687,C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)C(=O)OCC(F)(F)F,Solubility,22900,nM,4.640164518,Solubility
CHEMBL1796296,OC1(CN2CCC1CC2)C#Cc3ccc(Oc4ccc(cc4)C(=O)NCc5ccncc5)cc3,Solubility,269200,nM,3.569924944,Solubility
CHEMBL275224,c1ccc2c(c1)[nH]c3cnccc23,Solubility,338800,nM,3.470056598,Solubility
CHEMBL574621,COc1cc(Nc2cc(Oc3cccnc3)ccn2)cc(OC)c1OC,Solubility,93300,nM,4.030118356,Solubility
CHEMBL1164911,Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccc(F)cc3Cl,Solubility,14500,nM,4.838631998,Solubility
CHEMBL2316349,O=C(CC(c1ccccc1)S(=O)(=O)c2ccccc2)c3ccccc3,Solubility,1100,nM,5.958607315,Solubility
CHEMBL1165028,O=C(NCCSCc1ccccc1)c2ccccc2,Solubility,72400,nM,4.140261434,Solubility
CHEMBL31965,Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)cc1Cl,Solubility,800,nM,6.096910013,Solubility
CHEMBL2334971,Cc1ccc2nc(C)c(c3ccnc(N)n3)n2c1,Solubility,457100,nM,3.339988779,Solubility
CHEMBL191528,CCOc1ccc2C=CC(=O)Oc2c1,Solubility,1000000,nM,3,Solubility
CHEMBL379866,CC(C)c1nnc2ccc(cn12)c3ocnc3c4cc(F)ccc4F,Solubility,186200,nM,3.730020323,Solubility
CHEMBL2177608,CC1(CC1)c2c(cnn2c3ccc(cc3)C(=O)O)C(=O)NC4C5CC6CC(CC4C6)C5,Solubility,660700,nM,3.179995693,Solubility
CHEMBL44227,Oc1ccc(cc1)c2nc3ccc(O)cc3s2,Solubility,27500,nM,4.560667306,Solubility
CHEMBL1738764,CC(C)N(c1ccnc(Nc2cc(cc(c2)S(=O)(=O)C)N3CCOCC3)n1)c4cc(CO)ccc4C,Solubility,1300,nM,5.886056648,Solubility
CHEMBL1762545,COc1cc(Nc2nccc(n2)N(C)c3cc(CO)ccc3C)cc(c1)N4CCOCC4,Solubility,56200,nM,4.250263684,Solubility
CHEMBL402507,C[C@@H](Oc1cccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c12)C(=O)N5CCOCC5,Solubility,7600,nM,5.119186408,Solubility
CHEMBL430503,CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)c2cc3cc(Cl)ccc3[nH]2,Solubility,2600,nM,5.585026652,Solubility
CHEMBL655,Cc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4n12,Solubility,72400,nM,4.140261434,Solubility
CHEMBL2088098,Cc1cc(CNc2nccc(Nc3cc(C)[nH]n3)n2)on1,Solubility,812800,nM,3.090016305,Solubility
CHEMBL1507844,CC1(C)Oc2c(C=C1)c(O)nc3ccccc23,Solubility,67600,nM,4.170053304,Solubility
CHEMBL2042445,CCCCOc1ccc(cc1)C2=CC(=O)c3ccccc3N2,Solubility,1600,nM,5.795880017,Solubility
CHEMBL2178941,Cc1nc(C)c(nc1C(=O)N)c2ccc(cc2)[C@@H]3CC[C@@H](CCC(=O)O)CC3,Solubility,199500,nM,3.7000571,Solubility
CHEMBL1499883,Cc1ccc(cc1)c2cn3cccnc3n2,Solubility,251200,nM,3.599980365,Solubility
CHEMBL2110662,CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,Solubility,19500,nM,4.709965389,Solubility
CHEMBL514201,C[C@@H]1CN(Cc2ccc(F)cc2)[C@@H](C)CN1C(=O)c3cc4c(cn(C)c4cc3Cl)C(=O)C(=O)N(C)C,Solubility,52500,nM,4.279840697,Solubility
CHEMBL1240967,CC(C)(Cc1cccc(CC(=O)NCc2cccc(c2)c3ccc(O)cc3)c1)NC[C@H](O)c4ccc(O)c(NS(=O)(=O)C)c4,Solubility,57500,nM,4.240332155,Solubility
CHEMBL1481633,Cc1ccccc1C(=O)NC2CCN(Cc3ccccc3)CC2,Solubility,245500,nM,3.609948504,Solubility
CHEMBL2163581,CS(=O)(=O)c1ccc2[nH]c3CCN(Cc3c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,Solubility,190500,nM,3.72010502,Solubility
CHEMBL207028,NC(=O)c1sc(cc1N)c2ccccc2,Solubility,38900,nM,4.410050399,Solubility
CHEMBL91863,Cc1ccccc1Nc2ncnc3ccccc23,Solubility,416900,nM,3.379968105,Solubility
CHEMBL147797,CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](Sc1ccc(OC)c(OC)c1)C(=O)NO)C(C)(C)C,Solubility,1288200,nM,2.890016705,Solubility
CHEMBL188167,COc1cc2ncnc(Nc3cc(NC(=O)c4ccnc(c4)N5CCOCC5)ccc3C)c2cc1OCCN6CCCCC6,Solubility,812800,nM,3.090016305,Solubility
CHEMBL472618,Nc1c(NC2CCCC2)nc(nc1N3CCOCC3)C#N,Solubility,35500,nM,4.449771647,Solubility
CHEMBL1257599,CNc1ncnc2c(CNc3cc(NC(=O)c4ccc5OCCOc5c4)ccc3C)cccc12,Solubility,9300,nM,5.031517051,Solubility
CHEMBL1163486,Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccc(Cl)c(Cl)c3,Solubility,800,nM,6.096910013,Solubility
CHEMBL494846,Fc1cc(Br)ccc1CN2C(=O)C(=O)c3cccc(Cl)c23,Solubility,1100,nM,5.958607315,Solubility
CHEMBL197525,COc1ccc(Nc2ncnc3cccc(OC4CCN(C)CC4)c23)cc1Cl,Solubility,87100,nM,4.059981845,Solubility
CHEMBL1271394,CN(c1ccnc(Nc2cccc(c2)S(=O)(=O)C)n1)c3cccc4[nH]ncc34,Solubility,13500,nM,4.869666232,Solubility
